|id                                                                     |author            |filename                                                       |dateexecuted              |orderexecuted|exectype|md5sum                            |description                                                                                                                                                                                                                                               |comments           |tag   |liquibase|contexts|labels|deployment_id|
|create-table-traffic-counters                                                   |dmytro.yarmoshchuk|sql/2.0.0/counter-table.xml                                     |2025-12-17 01:50:33.709831|258          |EXECUTED|8:18fdccb95074308a4b7f285a2896a128|createTable tableName=traffic_counters; addPrimaryKey tableName=traffic_counters                                                                                                                                                                          |                   |[NULL]|4.28.0   |[NULL]  |[NULL]|5936223715   |
|create-table-smart-va-notifications-v2                                          |dmytro.yarmoshchuk|sql/2.0.0/create-smart-va-object-in-zone-notifications-table.xml|2025-12-17 01:52:30.580282|271          |EXECUTED|8:2399db6aec95d09457e5d36cbd698dc9|createTable tableName=smart_va_notifications                                                                                                                                                                                                              |                   |[NULL]|4.28.0   |[NULL]  |[NULL]|5936350467   |
|create-smart-va-object-in-zone-notifications-id-created-at-index                |dmytro.yarmoshchuk|sql/2.0.0/create-smart-va-object-in-zone-notifications-table.xml|2025-12-17 01:52:30.599901|272          |EXECUTED|8:5c7a5fe9c614e8902a6abd4be9d272bc|createIndex indexName=smart_va_id_created_at, tableName=smart_va_notifications                                                                                                                                                                            |                   |[NULL]|4.28.0   |[NULL]  |[NULL]|5936350467   |
|make-trigger-nullable                                                           |mark.rufin        |sql/2.0.0/create-smart-va-object-in-zone-notifications-table.xml|2025-12-17 01:52:30.609866|273          |EXECUTED|8:91be8235c70a6b091679cb98bd72965f|dropNotNullConstraint columnName=trigger, tableName=smart_va_notifications                                                                                                                                                                                |                   |[NULL]|4.28.0   |[NULL]  |[NULL]|5936350467   |
|make-trigger_settings-nullable                                                  |mark.rufin        |sql/2.0.0/create-smart-va-object-in-zone-notifications-table.xml|2025-12-17 01:52:30.619667|274          |EXECUTED|8:03d40114c1b9b0c4af77790946ac41d1|dropNotNullConstraint columnName=trigger_settings, tableName=smart_va_notifications                                                                                                                                                                       |                   |[NULL]|4.28.0   |[NULL]  |[NULL]|5936350467   |
|add-notification-status                                                         |dmytro.yarmoshchuk|sql/2.0.0/create-smart-va-object-in-zone-notifications-table.xml|2025-12-17 01:52:30.630426|275          |EXECUTED|8:ee0f408ebf34194b7aa0495b1299eb80|addColumn tableName=smart_va_notifications                                                                                                                                                                                                                |                   |[NULL]|4.28.0   |[NULL]  |[NULL]|5936350467   |
|create_table_smart_va_object_type                                               |dmytro.yarmoshchuk|sql/2.0.0/create-smart-va-notification-objects-table.xml        |2025-12-17 01:52:30.679146|276          |EXECUTED|8:64b5f3d34e1249dfb46aa98e6aca2b11|createTable tableName=smart_va_object_type                                                                                                                                                                                                                |                   |[NULL]|4.28.0   |[NULL]  |[NULL]|5936350467   |
|notification-foreign-key                                                        |dmytro.yarmoshchuk|sql/2.0.0/create-smart-va-notification-objects-table.xml        |2025-12-17 01:52:31.273309|277          |EXECUTED|8:349e7c64527885e692de03c9c6d8f85a|addForeignKeyConstraint baseTableName=smart_va_object_type, constraintName=FK__smart_va_notifications__smart_va_object_type, referencedTableName=smart_va_notifications                                                                                   |                   |[NULL]|4.28.0   |[NULL]  |[NULL]|5936350467   |
|modify-smart_va_object_type-confidence-type                                     |mark.rufin        |sql/2.0.0/create-smart-va-notification-objects-table.xml        |2025-12-17 01:52:31.297637|278          |EXECUTED|8:4d0c9aeeee77880db7f266caa7cfd1cb|dropDefaultValue columnName=confidence, tableName=smart_va_object_type; modifyDataType columnName=confidence, tableName=smart_va_object_type; addDefaultValue columnName=confidence, tableName=smart_va_object_type                                       |                   |[NULL]|4.28.0   |[NULL]  |[NULL]|5936350467   |
|drop-smart_va_object_type-box-column                                            |mark.rufin        |sql/2.0.0/smart-va-notification-objects-changes.xml             |2025-12-17 01:52:31.308333|279          |EXECUTED|8:22779f8e764d234e845d9ca9b84fe466|dropColumn columnName=box, tableName=smart_va_object_type                                                                                                                                                                                                 |                   |[NULL]|4.28.0   |[NULL]  |[NULL]|5936350467   |
|add-smart_va_object_type-coordinates-columns-v2                                 |mark.rufin        |sql/2.0.0/smart-va-notification-objects-changes.xml             |2025-12-17 01:52:31.321759|280          |EXECUTED|8:f8e0c34e7090308cc01c4909528a80b2|addColumn tableName=smart_va_object_type                                                                                                                                                                                                                  |                   |[NULL]|4.28.0   |[NULL]  |[NULL]|5936350467   |
|add-intersected-line-id                                                         |dmytro.yarmoshchuk|sql/2.0.0/smart-va-notification-objects-changes.xml             |2025-12-17 01:52:31.334149|281          |EXECUTED|8:499709483e12e2b65b969c35d2363a75|addColumn tableName=smart_va_object_type                                                                                                                                                                                                                  |                   |[NULL]|4.28.0   |[NULL]  |[NULL]|5936350467   |
|add-line-intersection-direction                                                 |dmytro.yarmoshchuk|sql/2.0.0/smart-va-notification-objects-changes.xml             |2025-12-17 01:52:31.346652|282          |EXECUTED|8:9f65928139592c5e21050f866607f240|addColumn tableName=smart_va_object_type                                                                                                                                                                                                                  |                   |[NULL]|4.28.0   |[NULL]  |[NULL]|5936350467   |
|rename-smart_va_object_type-to-smart_va_notification_objects                    |maksym.kostyshen  |sql/2.0.0/smart-va-notification-objects-changes.xml             |2025-12-17 01:52:31.370788|283          |EXECUTED|8:91bac64e25108d4a0a52498a81fc3bf0|renameTable newTableName=smart_va_notification_objects, oldTableName=smart_va_object_type                                                                                                                                                                 |                   |[NULL]|4.28.0   |[NULL]  |[NULL]|5936350467   |
|create-smart-va-people-detections-table-v6                                      |mark.rufin        |sql/2.0.0/create-people-detections-table.xml                    |2025-12-17 01:52:31.408696|284          |EXECUTED|8:cdb5c1bde2599e8a11e349a56b0ea193|createTable tableName=smart_va_people_detections                                                                                                                                                                                                          |                   |[NULL]|4.28.0   |[NULL]  |[NULL]|5936350467   |
|create-table-people-detections-timestamp-index                                  |mark.rufin        |sql/2.0.0/create-people-detections-table.xml                    |2025-12-17 01:52:31.428767|285          |EXECUTED|8:6d3eab38af324a8589941690dd0bfa0e|createIndex indexName=people_detections_timestamp, tableName=smart_va_people_detections                                                                                                                                                                   |                   |[NULL]|4.28.0   |[NULL]  |[NULL]|5936350467   |
|add-column-frame_id                                                             |mark.rufin        |sql/2.0.0/create-people-detections-table.xml                    |2025-12-17 01:52:31.43474 |286          |MARK_RAN|8:8ba00fdf09de8a556bdf9df061062204|addColumn tableName=smart_va_people_detections                                                                                                                                                                                                            |                   |[NULL]|4.28.0   |[NULL]  |[NULL]|5936350467   |
|create-people-detections-frame-id                                               |mark.rufin        |sql/2.0.0/create-people-detections-table.xml                    |2025-12-17 01:52:31.45532 |287          |EXECUTED|8:026d6bed3f38db0a1490266aef2940e1|createIndex indexName=people_detections_frame_id_idx, tableName=smart_va_people_detections                                                                                                                                                                |                   |[NULL]|4.28.0   |[NULL]  |[NULL]|5936350467   |
|create-index-people-detections-uuid                                             |mark.rufin        |sql/2.0.0/create-people-detections-table.xml                    |2025-12-17 01:52:31.475072|288          |EXECUTED|8:bdf5e86b36ee392babbef53d5569286e|createIndex indexName=people_detections_uuid_idx, tableName=smart_va_people_detections                                                                                                                                                                    |                   |[NULL]|4.28.0   |[NULL]  |[NULL]|5936350467   |
|create-smart-va-vehicle-detections-table-v6                                     |mark.rufin        |sql/2.0.0/create-vehicle-detections-table.xml                   |2025-12-17 01:52:31.513975|289          |EXECUTED|8:5d67056f31a7993622e89cdbd0d96743|createTable tableName=smart_va_vehicle_detections                                                                                                                                                                                                         |                   |[NULL]|4.28.0   |[NULL]  |[NULL]|5936350467   |
|create-table-railroad-numbers                                                   |dmytro.yarmoshchuk|sql/1.0.0/create-railroad-tables.xml                            |2025-12-17 01:50:55.701594|259          |EXECUTED|8:2adcc360db26f2e79e7991225e7efd26|createTable tableName=railroad_numbers                                                                                                                                                                                                                    |                   |[NULL]|4.28.0   |[NULL]  |[NULL]|5936254503   |
|create-railroad-numbers-created-at-index                                        |dmytro.yarmoshchuk|sql/1.0.0/create-railroad-tables.xml                            |2025-12-17 01:50:56.514388|260          |EXECUTED|8:602e70957d5067fc97a9f020e111bf86|createIndex indexName=railroad_numbers_created_at, tableName=railroad_numbers                                                                                                                                                                             |                   |[NULL]|4.28.0   |[NULL]  |[NULL]|5936254503   |
|create-railroad-numbers-created-at-stream-index                                 |dmytro.yarmoshchuk|sql/1.0.0/create-railroad-tables.xml                            |2025-12-17 01:50:57.213914|261          |EXECUTED|8:69d3e577542186fceaf64860fd36315a|createIndex indexName=railroad_numbers_created_at_stream, tableName=railroad_numbers                                                                                                                                                                      |                   |[NULL]|4.28.0   |[NULL]  |[NULL]|5936254503   |
|create-railroad-numbers-index3                                                  |igor.kiulian      |sql/1.0.0/create-railroad-tables.xml                            |2025-12-17 01:50:57.586709|262          |EXECUTED|8:2e39308e733a971482b6dacb6e21c547|createIndex indexName=railroad_numbers_created_at_number, tableName=railroad_numbers                                                                                                                                                                      |                   |[NULL]|4.28.0   |[NULL]  |[NULL]|5936254503   |
|add-iso-column-to-railroad-numbers                                              |maksym.fedorenko  |sql/1.0.0/create-railroad-tables.xml                            |2025-12-17 01:50:57.987277|263          |EXECUTED|8:46f8903395cc17cdd1c8877dbae50484|addColumn tableName=railroad_numbers                                                                                                                                                                                                                      |                   |[NULL]|4.28.0   |[NULL]  |[NULL]|5936254503   |
|add-analytics-id-to-railroad-numbers                                            |dmytro.yarmoshchuk|sql/1.0.0/create-railroad-tables.xml                            |2025-12-17 01:50:58.258297|264          |EXECUTED|8:fef549ea63fb25dcc0d86f083c6a372c|addColumn tableName=railroad_numbers                                                                                                                                                                                                                      |                   |[NULL]|4.28.0   |[NULL]  |[NULL]|5936254503   |
|add-zone-to-railroad-numbers-nullable                                           |dmytro.yarmoshchuk|sql/1.0.0/create-railroad-tables.xml                            |2025-12-17 01:50:58.564744|265          |EXECUTED|8:527d880d2d1ce7bef4e589ee827b7af5|addColumn tableName=railroad_numbers                                                                                                                                                                                                                      |                   |[NULL]|4.28.0   |[NULL]  |[NULL]|5936254503   |
|railroads-remove-zone-not-null-constraint                                       |maksym.kostyshen  |sql/1.0.0/create-railroad-tables.xml                            |2025-12-17 01:50:58.885279|266          |EXECUTED|8:9ec9f57cad8162cda5b3b376f14714c8|dropNotNullConstraint columnName=zone, tableName=railroad_numbers                                                                                                                                                                                         |                   |[NULL]|4.28.0   |[NULL]  |[NULL]|5936254503   |
|delete-index-railroad-numbers-created-at-stream-index                           |maksym.fedorenko  |sql/1.0.0/create-railroad-tables.xml                            |2025-12-17 01:50:59.377534|267          |EXECUTED|8:914fb05add233936885e1a2189da2663|dropIndex indexName=railroad_numbers_created_at_stream, tableName=railroad_numbers                                                                                                                                                                        |                   |[NULL]|4.28.0   |[NULL]  |[NULL]|5936254503   |
|delete-railroad_numbers-stream_id_column                                        |maksym.fedorenko  |sql/1.0.0/create-railroad-tables.xml                            |2025-12-17 01:50:59.626567|268          |EXECUTED|8:7051ae9a60023223a4e5877a0077d631|dropColumn columnName=stream_id, tableName=railroad_numbers                                                                                                                                                                                               |                   |[NULL]|4.28.0   |[NULL]  |[NULL]|5936254503   |
|create-railroad_numbers-created_at-analytics_id-index                           |maksym.fedorenko  |sql/1.0.0/create-railroad-tables.xml                            |2025-12-17 01:51:00.118197|269          |EXECUTED|8:492abb1ccc9f3a312078b4011012fdee|createIndex indexName=idx_railroad_numbers_created_at_analytics_id, tableName=railroad_numbers                                                                                                                                                            |                   |[NULL]|4.28.0   |[NULL]  |[NULL]|5936254503   |
|add-latitude-and-longitude-columns-to-railroad_numbers                          |maksym.fedorenko  |sql/1.0.0/create-railroad-tables.xml                            |2025-12-17 01:51:00.559729|270          |EXECUTED|8:037cb102e1208b08d71ed4c200942701|addColumn tableName=railroad_numbers                                                                                                                                                                                                                      |                   |[NULL]|4.28.0   |[NULL]  |[NULL]|5936254503   |
|create-table-vehicles-detections-created-at-index                               |mark.rufin        |sql/2.0.0/create-vehicle-detections-table.xml                   |2025-12-17 01:52:31.533722|290          |EXECUTED|8:b79635ffc023b36180a2490bf81ac14c|createIndex indexName=vehicle_detections_timestamp, tableName=smart_va_vehicle_detections                                                                                                                                                                 |                   |[NULL]|4.28.0   |[NULL]  |[NULL]|5936350467   |
|add-column-frame_id                                                             |mark.rufin        |sql/2.0.0/create-vehicle-detections-table.xml                   |2025-12-17 01:52:31.541404|291          |MARK_RAN|8:a4ae3ed56741e6a8ce8b5ab680792905|addColumn tableName=smart_va_vehicle_detections                                                                                                                                                                                                           |                   |[NULL]|4.28.0   |[NULL]  |[NULL]|5936350467   |
|create-index-vehicle-detections-frame-id                                        |mark.rufin        |sql/2.0.0/create-vehicle-detections-table.xml                   |2025-12-17 01:52:31.562884|292          |EXECUTED|8:98d46d27a958b77250e0a1012ac244a2|createIndex indexName=vehicle_detections_frame_id_idx, tableName=smart_va_vehicle_detections                                                                                                                                                              |                   |[NULL]|4.28.0   |[NULL]  |[NULL]|5936350467   |
|create-index-vehicle-detections-uuid                                            |mark.rufin        |sql/2.0.0/create-vehicle-detections-table.xml                   |2025-12-17 01:52:31.582914|293          |EXECUTED|8:7c4994544b4d9898153c2d4ade9046b3|createIndex indexName=vehicle_detections_uuid_idx, tableName=smart_va_vehicle_detections                                                                                                                                                                  |                   |[NULL]|4.28.0   |[NULL]  |[NULL]|5936350467   |
|drop-smart-va-people-detections-encoding-column                                 |dmytro.yarmoshchuk|sql/2.0.0/smart-va-detections-changes.xml                       |2025-12-17 01:52:31.597423|294          |EXECUTED|8:232d8abcfd10bdf40c66d66c96e5cc28|dropColumn columnName=encoding, tableName=smart_va_people_detections                                                                                                                                                                                      |                   |[NULL]|4.28.0   |[NULL]  |[NULL]|5936350467   |
|drop-smart-va-vehicle-detections-encoding-column                                |dmytro.yarmoshchuk|sql/2.0.0/smart-va-detections-changes.xml                       |2025-12-17 01:52:31.611384|295          |EXECUTED|8:5dbd615ddb24b80990d9d3addfda9d8c|dropColumn columnName=encoding, tableName=smart_va_vehicle_detections                                                                                                                                                                                     |                   |[NULL]|4.28.0   |[NULL]  |[NULL]|5936350467   |
|drop-smart-va-people-detections-box-column                                      |mark.rufin        |sql/2.0.0/smart-va-detections-changes.xml                       |2025-12-17 01:52:31.625258|296          |EXECUTED|8:4c8a4a6987051c96ce22e506d954439e|dropColumn columnName=box, tableName=smart_va_people_detections                                                                                                                                                                                           |                   |[NULL]|4.28.0   |[NULL]  |[NULL]|5936350467   |
|drop-smart-va-vehicle-detections-box-column                                     |mark.rufin        |sql/2.0.0/smart-va-detections-changes.xml                       |2025-12-17 01:52:31.639252|297          |EXECUTED|8:020af827fc8310a8a3cc54bf6cdbb1f6|dropColumn columnName=box, tableName=smart_va_vehicle_detections                                                                                                                                                                                          |                   |[NULL]|4.28.0   |[NULL]  |[NULL]|5936350467   |
|add-smart-va-people-detections-coordinates-columns                              |mark.rufin        |sql/2.0.0/smart-va-detections-changes.xml                       |2025-12-17 01:52:31.655726|298          |EXECUTED|8:a5b170d64c5958f56782edba6de70efc|addColumn tableName=smart_va_people_detections                                                                                                                                                                                                            |                   |[NULL]|4.28.0   |[NULL]  |[NULL]|5936350467   |
|add-smart-va-vehicle-detections-coordinates-columns                             |mark.rufin        |sql/2.0.0/smart-va-detections-changes.xml                       |2025-12-17 01:52:31.672089|299          |EXECUTED|8:29773ec5cd3f7391abe20eafb6bdc0fa|addColumn tableName=smart_va_vehicle_detections                                                                                                                                                                                                           |                   |[NULL]|4.28.0   |[NULL]  |[NULL]|5936350467   |
|create-index-smart-va-age                                                       |dmytro.yarmoshchuk|sql/2.0.0/smart-va-people-detections-changes.xml                |2025-12-17 01:52:31.692769|300          |EXECUTED|8:5be8ab9486e4b2ecee1d6e33a6166df6|createIndex indexName=smart_va_age_idx, tableName=smart_va_people_detections                                                                                                                                                                              |                   |[NULL]|4.28.0   |[NULL]  |[NULL]|5936350467   |
|create-index-smart-va-bag                                                       |dmytro.yarmoshchuk|sql/2.0.0/smart-va-people-detections-changes.xml                |2025-12-17 01:52:31.714378|301          |EXECUTED|8:d31c87a8c6fdacdcf22f99ba6debcdf1|createIndex indexName=smart_va_bag_idx, tableName=smart_va_people_detections                                                                                                                                                                              |                   |[NULL]|4.28.0   |[NULL]  |[NULL]|5936350467   |
|create-index-smart-va-up-color                                                  |dmytro.yarmoshchuk|sql/2.0.0/smart-va-people-detections-changes.xml                |2025-12-17 01:52:31.734758|302          |EXECUTED|8:4a800cb4f9fc80efeedfc42c6fde6611|createIndex indexName=smart_va_up_color_idx, tableName=smart_va_people_detections                                                                                                                                                                         |                   |[NULL]|4.28.0   |[NULL]  |[NULL]|5936350467   |
|create-index-smart-va-down-color                                                |dmytro.yarmoshchuk|sql/2.0.0/smart-va-people-detections-changes.xml                |2025-12-17 01:52:31.755138|303          |EXECUTED|8:9febc1fe1c8e2cace9455ca1ba3ce0b3|createIndex indexName=smart_va_down_color_idx, tableName=smart_va_people_detections                                                                                                                                                                       |                   |[NULL]|4.28.0   |[NULL]  |[NULL]|5936350467   |
|create-index-smart-va-hat                                                       |dmytro.yarmoshchuk|sql/2.0.0/smart-va-people-detections-changes.xml                |2025-12-17 01:52:31.78508 |304          |EXECUTED|8:a55efc0ba18df674a950cc13e1772429|createIndex indexName=smart_va_hat_idx, tableName=smart_va_people_detections                                                                                                                                                                              |                   |[NULL]|4.28.0   |[NULL]  |[NULL]|5936350467   |
|create-index-smart-va-gender                                                    |dmytro.yarmoshchuk|sql/2.0.0/smart-va-people-detections-changes.xml                |2025-12-17 01:52:31.805705|305          |EXECUTED|8:1ce2813e75b6d2f845654f7a59175d59|createIndex indexName=smart_va_gender_idx, tableName=smart_va_people_detections                                                                                                                                                                           |                   |[NULL]|4.28.0   |[NULL]  |[NULL]|5936350467   |
|create-smart-va-person-filter-presets-table                                     |dmytro.yarmoshchuk|sql/2.0.0/create-smart-va-alpr-filter-preset-table.xml          |2025-12-17 01:52:31.844599|306          |EXECUTED|8:e5a75ddff6a7068bb87b99967c47a39f|createTable tableName=smart_va_person_filter_presets                                                                                                                                                                                                      |                   |[NULL]|4.28.0   |[NULL]  |[NULL]|5936350467   |
|create-smart-va-alpr-filter-presets-table                                       |dmytro.yarmoshchuk|sql/2.0.0/create-smart-va-person-filter-preset-table.xml        |2025-12-17 01:52:31.883227|307          |EXECUTED|8:70e34e49d52c723ef7ca45b421a01598|createTable tableName=smart_va_alpr_filter_presets                                                                                                                                                                                                        |                   |[NULL]|4.28.0   |[NULL]  |[NULL]|5936350467   |
|create-smart-va-tracking-table                                                  |dmytro.yarmoshchuk|sql/2.0.0/create-smart-va-tracking-table.xml                    |2025-12-17 01:52:31.922167|308          |EXECUTED|8:943c2e82b90aae360c5459b02487e894|createTable tableName=smart_va_tracking                                                                                                                                                                                                                   |                   |[NULL]|4.28.0   |[NULL]  |[NULL]|5936350467   |
|drop-smart-va-tracking-box-column                                               |mark.rufin        |sql/2.0.0/smart-va-tracking-changes.xml                         |2025-12-17 01:52:31.936238|309          |EXECUTED|8:fb05bc471cc77ae5991aef53dba21799|dropColumn columnName=box, tableName=smart_va_tracking                                                                                                                                                                                                    |                   |[NULL]|4.28.0   |[NULL]  |[NULL]|5936350467   |
|add-smart-va-tracking-coordinates-columns                                       |mark.rufin        |sql/2.0.0/smart-va-tracking-changes.xml                         |2025-12-17 01:52:31.952536|310          |EXECUTED|8:e89832d1cb23294b96d4940e19fe0490|addColumn tableName=smart_va_tracking                                                                                                                                                                                                                     |                   |[NULL]|4.28.0   |[NULL]  |[NULL]|5936350467   |
|create-index-smart-va-tracking_timestamp                                        |mark.rufin        |sql/2.0.0/smart-va-tracking-changes.xml                         |2025-12-17 01:52:31.972735|311          |EXECUTED|8:373d38cfb9596898486a436fc13a6a7b|createIndex indexName=smart_va_tracking_timestamp_idx, tableName=smart_va_tracking                                                                                                                                                                        |                   |[NULL]|4.28.0   |[NULL]  |[NULL]|5936350467   |
|create-index-smart-va-tracking_object_id                                        |mark.rufin        |sql/2.0.0/smart-va-tracking-changes.xml                         |2025-12-17 01:52:31.994033|312          |EXECUTED|8:15762e274e82d24274f60f1245e1260c|createIndex indexName=smart_va_tracking_object_id_idx, tableName=smart_va_tracking                                                                                                                                                                        |                   |[NULL]|4.28.0   |[NULL]  |[NULL]|5936350467   |
|create-position-changed-column                                                  |dmytro.yarmoshchuk|sql/2.0.0/smart-va-tracking-changes.xml                         |2025-12-17 01:52:32.007045|313          |EXECUTED|8:ede6f3dadff8001b98b94798c04c1c5f|addColumn tableName=smart_va_tracking                                                                                                                                                                                                                     |                   |[NULL]|4.28.0   |[NULL]  |[NULL]|5936350467   |
|create-index-smart-va-tracking_compound                                         |mark.rufin        |sql/2.0.0/smart-va-tracking-changes.xml                         |2025-12-17 01:52:32.028329|314          |EXECUTED|8:502e9f96d30f49620641a4ba3bb9b60c|createIndex indexName=smart_va_tracking_compound_idx, tableName=smart_va_tracking                                                                                                                                                                         |                   |[NULL]|4.28.0   |[NULL]  |[NULL]|5936350467   |
|create-table-heatmap_plan                                                       |dmytro.yarmoshchuk|sql/2.0.0/create-plan-table.xml                                 |2025-12-17 01:52:32.086199|315          |EXECUTED|8:5619ccf30d5c599d57b2313d4efeca35|createTable tableName=heatmap_plans                                                                                                                                                                                                                       |                   |[NULL]|4.28.0   |[NULL]  |[NULL]|5936350467   |
|rename-heatmap_plan_to_smart_va_heatmap_plan                                    |maksym.kostyshen  |sql/2.0.0/create-plan-table.xml                                 |2025-12-17 01:52:32.11421 |316          |EXECUTED|8:fc1f913295656e14f03a6eaafd2f1455|renameTable newTableName=smart_va_heatmap_plans, oldTableName=heatmap_plans                                                                                                                                                                               |                   |[NULL]|4.28.0   |[NULL]  |[NULL]|5936350467   |
|create-notifications_presence_action_types-table-v1                             |mark.rufin        |sql/2.0.0/create-notification_presence_action_type_table.xml    |2025-12-17 01:52:32.169337|317          |EXECUTED|8:c80711181856b5843c795ada2f55ccaf|createTable tableName=notifications_presence_action_types                                                                                                                                                                                                 |                   |[NULL]|4.28.0   |[NULL]  |[NULL]|5936350467   |
|notifications_presence_action_types-foreign-key                                 |mark.rufin        |sql/2.0.0/create-notification_presence_action_type_table.xml    |2025-12-17 01:52:32.811626|318          |EXECUTED|8:58448b1267077bc3b8f5444d8a040a38|addForeignKeyConstraint baseTableName=notifications_presence_action_types, constraintName=FK__notifications_presence_action_types, referencedTableName=smart_va_notifications                                                                             |                   |[NULL]|4.28.0   |[NULL]  |[NULL]|5936350467   |
|rename-notifications_presence_action_types-table-adding-prefix_smart_va         |maksym.kostyshen  |sql/2.0.0/create-notification_presence_action_type_table.xml    |2025-12-17 01:52:32.832872|319          |EXECUTED|8:116292c35baf921855d5af0f17d6c7a1|renameTable newTableName=smart_va_notifications_presence_action_types, oldTableName=notifications_presence_action_types                                                                                                                                   |                   |[NULL]|4.28.0   |[NULL]  |[NULL]|5936350467   |
|smart_va_notifications-add-presence_action_type-column                          |maksym.kostyshen  |sql/2.0.0/create-notification_presence_action_type_table.xml    |2025-12-17 01:52:32.843823|320          |EXECUTED|8:0dac0e049d6421217b27a478bdb7c0d1|addColumn tableName=smart_va_notifications                                                                                                                                                                                                                |                   |[NULL]|4.28.0   |[NULL]  |[NULL]|5936350467   |
|drop-smart_va_notifications_presence_action_types                               |maksym.kostyshen  |sql/2.0.0/create-notification_presence_action_type_table.xml    |2025-12-17 01:52:32.855192|321          |EXECUTED|8:c26898575b240397e9d093c0d8be2dd5|dropTable tableName=smart_va_notifications_presence_action_types                                                                                                                                                                                          |                   |[NULL]|4.28.0   |[NULL]  |[NULL]|5936350467   |
|create-smart-va-hourly-stats-v2                                                 |dmytro.yarmoshchuk|sql/2.0.0/create-hourly-stats-table.xml                         |2025-12-17 01:52:32.901354|322          |EXECUTED|8:806ae81a17e6b4feb1ef7653932ab837|createTable tableName=smart_va_hourly_stats                                                                                                                                                                                                               |                   |[NULL]|4.28.0   |[NULL]  |[NULL]|5936350467   |
|rename-table-smart_va_hourly_stats                                              |mark.rufin        |sql/2.0.0/create-hourly-stats-table.xml                         |2025-12-17 01:52:32.927282|323          |EXECUTED|8:4cc40ec97a61af09646034f974421ecb|renameTable newTableName=smart_va_minutely_stats, oldTableName=smart_va_hourly_stats                                                                                                                                                                      |                   |[NULL]|4.28.0   |[NULL]  |[NULL]|5936350467   |
|create-smart_va_minutely_stats-index-date                                       |mark.rufin        |sql/2.0.0/create-hourly-stats-table.xml                         |2025-12-17 01:52:32.947285|324          |EXECUTED|8:3cee4a30c69e957c63474bc645a43106|createIndex indexName=smart_va_minutely_stats_created_at, tableName=smart_va_minutely_stats                                                                                                                                                               |                   |[NULL]|4.28.0   |[NULL]  |[NULL]|5936350467   |
|create-smart-va-traffic-counters-table                                          |dmytro.yarmoshchuk|sql/2.0.0/create-smart-va-traffic-counters-table.xml            |2025-12-17 01:52:32.988761|325          |EXECUTED|8:5fb30ba70a5e9120eb2a77f86920d61c|createTable tableName=smart_va_traffic_counters; addUniqueConstraint tableName=smart_va_traffic_counters                                                                                                                                                  |                   |[NULL]|4.28.0   |[NULL]  |[NULL]|5936350467   |
|create_smart_va_lists_table                                                     |dmytro.yarmoshchuk|sql/2.0.0/smart-va-lists.xml                                    |2025-12-17 01:52:33.029713|326          |EXECUTED|8:aad4fa0a1a6e30ca14b476c678e21e49|createTable tableName=smart_va_lists                                                                                                                                                                                                                      |                   |[NULL]|4.28.0   |[NULL]  |[NULL]|5936350467   |
|add-internal-notifications-check-box                                            |dmytro.yarmoshchuk|sql/2.0.0/smart-va-lists.xml                                    |2025-12-17 01:52:33.044409|327          |EXECUTED|8:9407d265eb58c4203a03645fb5569925|addColumn tableName=smart_va_lists                                                                                                                                                                                                                        |                   |[NULL]|4.28.0   |[NULL]  |[NULL]|5936350467   |
|modify-smart_va_lists-confidence-threshold-type                                 |mark.rufin        |sql/2.0.0/smart-va-lists.xml                                    |2025-12-17 01:52:33.071225|328          |EXECUTED|8:4e69137d21dfab91d0934aa01ff11e56|modifyDataType columnName=confidence_threshold_percents, tableName=smart_va_lists                                                                                                                                                                         |                   |[NULL]|4.28.0   |[NULL]  |[NULL]|5936350467   |
|rename-smart_va_lists-streams-column                                            |maksym.fedorenko  |sql/2.0.0/smart-va-lists.xml                                    |2025-12-17 01:52:33.085398|329          |EXECUTED|8:a2ac32db499b87b0c615dbda8ddb07cc|renameColumn newColumnName=analytics, oldColumnName=streams, tableName=smart_va_lists                                                                                                                                                                     |                   |[NULL]|4.28.0   |[NULL]  |[NULL]|5936350467   |
|add-show-popup-for-internal-notifications-smart-va                              |dmytro.yarmoshchuk|sql/2.0.0/smart-va-lists.xml                                    |2025-12-17 01:52:33.099961|330          |EXECUTED|8:1ab59218cb3b23e9dfd2647522fdaf55|addColumn tableName=smart_va_lists                                                                                                                                                                                                                        |                   |[NULL]|4.28.0   |[NULL]  |[NULL]|5936350467   |
|create-smart-va-list-items-table                                                |dmytro.yarmoshchuk|sql/2.0.0/smart-va-list-items.xml                               |2025-12-17 01:52:33.144511|331          |EXECUTED|8:bbd3df828d7ebf28649b3ec6e7b0a53f|createTable tableName=smart_va_list_items; addForeignKeyConstraint baseTableName=smart_va_list_items, constraintName=FK_smart_va_list_items__smart_va_lists, referencedTableName=smart_va_lists                                                           |                   |[NULL]|4.28.0   |[NULL]  |[NULL]|5936350467   |
|add-expiration-settings-column-to-smart-va-list-items                           |mark.rufin        |sql/2.0.0/smart-va-list-items.xml                               |2025-12-17 01:52:33.157905|332          |EXECUTED|8:ab096e3ff1c6cc61177cd17d9eb3313c|addColumn tableName=smart_va_list_items                                                                                                                                                                                                                   |                   |[NULL]|4.28.0   |[NULL]  |[NULL]|5936350467   |
