|id |plate_number|arabic_number|adr|box                                                                                |plate_image                                                       |frame_image                                               |analytics_id|make_model_id|vehicle_type|created_at             |color_id|direction|country|pattern  |client_id|latitude |longitude|
|138|GKF0F23     |             |   |[0.3187499940395355,0.09444444626569748,0.37552082538604736,0.12037037312984467]   |analytics/plates/9/2025/12/18/16/GKF0F23_1766075485421_cropped.jpg|analytics/plates/9/2025/12/18/16/GKF0F23_1766075485421.jpg|9           |200,000      |1           |2025-12-18 16:31:25.423|8       |60       |BR     |BRAZIL-1 |0        |-18.40652|-41.81897|
|139|FYI2F03     |             |   |[0.3265624940395355,0.06203703582286835,0.3869791626930237,0.09351851791143417]    |analytics/plates/9/2025/12/18/16/FYI2F03_1766075488315_cropped.jpg|analytics/plates/9/2025/12/18/16/FYI2F03_1766075488315.jpg|9           |-1           |0           |2025-12-18 16:31:28.315|4       |-1       |BR     |BRAZIL-1 |0        |-18.40652|-41.81897|
|140|GHV9F78     |             |   |[0.27552083134651184,0.24166665971279144,0.3109374940395355,0.28611111640930176]   |analytics/plates/9/2025/12/18/16/GHV9F78_1766075536847_cropped.jpg|analytics/plates/9/2025/12/18/16/GHV9F78_1766075536847.jpg|9           |201,025      |7           |2025-12-18 16:32:16.849|1       |-1       |BR     |BRAZIL-1 |0        |-18.40652|-41.81897|
|141|SWT7C68     |             |   |[0.2369791716337204,0.1379629671573639,0.30520832538604736,0.17685185372829437]    |analytics/plates/9/2025/12/18/16/SWT7C68_1766075547091_cropped.jpg|analytics/plates/9/2025/12/18/16/SWT7C68_1766075547091.jpg|9           |201,025      |7           |2025-12-18 16:32:27.093|1       |-1       |BR     |BRAZIL-1 |0        |-18.40652|-41.81897|
|142|DPG6311     |             |   |[0.3166666626930237,0.17222222685813904,0.3817708194255829,0.2074074000120163]     |analytics/plates/9/2025/12/18/16/DPG6311_1766075572454_cropped.jpg|analytics/plates/9/2025/12/18/16/DPG6311_1766075572454.jpg|9           |202,533      |1           |2025-12-18 16:32:52.456|15      |56       |BR     |BRAZIL-1 |0        |-18.40652|-41.81897|
|143|TKX0D08     |             |   |[0.23802083730697632,0.18333333730697632,0.31458333134651184,0.2222222238779068]   |analytics/plates/9/2025/12/18/16/TKX0D08_1766075614980_cropped.jpg|analytics/plates/9/2025/12/18/16/TKX0D08_1766075614980.jpg|9           |200,003      |1           |2025-12-18 16:33:34.982|1       |56       |BR     |BRAZIL-1 |0        |-18.40652|-41.81897|
|154|SWQ5G35     |             |   |[0.2541666626930237,0.11296296119689941,0.3192708194255829,0.14537036418914795]    |analytics/plates/9/2025/12/18/16/SWQ5G35_1766075646225_cropped.jpg|analytics/plates/9/2025/12/18/16/SWQ5G35_1766075646225.jpg|9           |200,003      |1           |2025-12-18 16:34:06.227|1       |65       |BR     |BRAZIL-1 |0        |-18.40652|-41.81897|
|155|FVV2I86     |             |   |[0.03697916492819786,0.2796296179294586,0.0755208358168602,0.32777777314186096]    |analytics/plates/9/2025/12/18/16/FVV2I86_1766075646228_cropped.jpg|analytics/plates/9/2025/12/18/16/FVV2I86_1766075646228.jpg|9           |201,429      |1           |2025-12-18 16:34:06.229|15      |-1       |BR     |BRAZIL-1 |0        |-18.40652|-41.81897|
|156|TKC1104     |             |   |[0.3244791626930237,0.07962962985038757,0.3895833194255829,0.1101851835846901]     |analytics/plates/9/2025/12/18/16/TKC1104_1766075663979_cropped.jpg|analytics/plates/9/2025/12/18/16/TKC1104_1766075663979.jpg|9           |200,638      |7           |2025-12-18 16:34:23.981|1       |63       |BR     |BRAZIL-1 |0        |-18.40652|-41.81897|
|157|GKF0F23     |             |   |[0.3619791567325592,0.0694444477558136,0.41354167461395264,0.09259258955717087]    |analytics/plates/9/2025/12/18/16/GKF0F23_1766075683770_cropped.jpg|analytics/plates/9/2025/12/18/16/GKF0F23_1766075683770.jpg|9           |202,356      |7           |2025-12-18 16:34:43.773|6       |62       |BR     |BRAZIL-1 |0        |-18.40652|-41.81897|
|158|TDD3G15     |             |   |[0.39114582538604736,0.07407407462596893,0.4453125,0.10092592239379883]            |analytics/plates/9/2025/12/18/16/TDD3G15_1766075691618_cropped.jpg|analytics/plates/9/2025/12/18/16/TDD3G15_1766075691618.jpg|9           |200,473      |5           |2025-12-18 16:34:51.62 |15      |57       |BR     |BRAZIL-1 |0        |-18.40652|-41.81897|
|159|GDZ9E65     |             |   |[0.27031248807907104,0.06851851940155029,0.33385416865348816,0.10462962836027145]  |analytics/plates/9/2025/12/18/16/GDZ9E65_1766075692541_cropped.jpg|analytics/plates/9/2025/12/18/16/GDZ9E65_1766075692541.jpg|9           |200,473      |5           |2025-12-18 16:34:52.542|15      |66       |BR     |BRAZIL-1 |0        |-18.40652|-41.81897|
|160|GLT7B77     |             |   |[0.22708334028720856,0.22592592239379883,0.26249998807907104,0.27222222089767456]  |analytics/plates/9/2025/12/18/16/GLT7B77_1766075693405_cropped.jpg|analytics/plates/9/2025/12/18/16/GLT7B77_1766075693405.jpg|9           |200,473      |5           |2025-12-18 16:34:53.407|15      |-1       |BR     |BRAZIL-1 |0        |-18.40652|-41.81897|
|161|BVX3D39     |             |   |[0.4104166626930237,0.046296294778585434,0.46145832538604736,0.07129629701375961]  |analytics/plates/9/2025/12/18/16/BVX3D39_1766075697006_cropped.jpg|analytics/plates/9/2025/12/18/16/BVX3D39_1766075697006.jpg|9           |-1           |2           |2025-12-18 16:34:57.008|1       |61       |BR     |BRAZIL-1 |0        |-18.40652|-41.81897|
|162|FMM6B38     |             |   |[0.3890624940395355,0.01666666753590107,0.4401041567325592,0.0416666679084301]     |analytics/plates/9/2025/12/18/16/FMM6B38_1766075702855_cropped.jpg|analytics/plates/9/2025/12/18/16/FMM6B38_1766075702855.jpg|9           |200,473      |5           |2025-12-18 16:35:02.857|15      |61       |BR     |BRAZIL-1 |0        |-18.40652|-41.81897|
|163|ESA7G31     |             |   |[0.31718748807907104,0.06759259104728699,0.3786458373069763,0.09907407313585281]   |analytics/plates/9/2025/12/18/16/ESA7G31_1766075705604_cropped.jpg|analytics/plates/9/2025/12/18/16/ESA7G31_1766075705604.jpg|9           |200,473      |5           |2025-12-18 16:35:05.606|15      |-1       |BR     |BRAZIL-1 |0        |-18.40652|-41.81897|
|164|TXF6E14     |             |   |[0.3713541626930237,0.15555556118488312,0.43437498807907104,0.18518517911434174]   |analytics/plates/9/2025/12/18/16/TXF6E14_1766075727746_cropped.jpg|analytics/plates/9/2025/12/18/16/TXF6E14_1766075727746.jpg|9           |204,719      |1           |2025-12-18 16:35:27.748|15      |55       |BR     |BRAZIL-1 |0        |-18.40652|-41.81897|
|165|FUC8D18     |             |   |[0.4833333194255829,0.049074072390794754,0.5328124761581421,0.07407407462596893]   |analytics/plates/9/2025/12/18/16/FUC8D18_1766075791044_cropped.jpg|analytics/plates/9/2025/12/18/16/FUC8D18_1766075791044.jpg|9           |201,371      |1           |2025-12-18 16:36:31.046|5       |56       |BR     |BRAZIL-1 |0        |-18.40652|-41.81897|
|166|DDL3064     |             |   |[0.32604166865348816,0.1111111119389534,0.38749998807907104,0.14814814925193787]   |analytics/plates/9/2025/12/18/16/DDL3064_1766075797159_cropped.jpg|analytics/plates/9/2025/12/18/16/DDL3064_1766075797159.jpg|9           |200,025      |1           |2025-12-18 16:36:37.161|8       |60       |EC     |ECUADOR-1|0        |-18.40652|-41.81897|
|167|GJX8H35     |             |   |[0.3682291805744171,0.08888889104127884,0.4270833432674408,0.11759259551763535]    |analytics/plates/9/2025/12/18/16/GJX8H35_1766075805400_cropped.jpg|analytics/plates/9/2025/12/18/16/GJX8H35_1766075805400.jpg|9           |200,260      |1           |2025-12-18 16:36:45.402|15      |60       |BR     |BRAZIL-1 |0        |-18.40652|-41.81897|
|168|FDB2C65     |             |   |[0.3645833432674408,0.05462963134050369,0.4244791567325592,0.0824074074625969]     |analytics/plates/9/2025/12/18/16/FDB2C65_1766075806672_cropped.jpg|analytics/plates/9/2025/12/18/16/FDB2C65_1766075806672.jpg|9           |201,847      |7           |2025-12-18 16:36:46.673|8       |-1       |BR     |BRAZIL-1 |0        |-18.40652|-41.81897|
|169|SDQ3E07     |             |   |[0.26354166865348816,0.21944443881511688,0.3307291567325592,0.2518518567085266]    |analytics/plates/9/2025/12/18/16/SDQ3E07_1766075811016_cropped.jpg|analytics/plates/9/2025/12/18/16/SDQ3E07_1766075811016.jpg|9           |201,847      |7           |2025-12-18 16:36:51.018|8       |58       |BR     |BRAZIL-1 |0        |-18.40652|-41.81897|
|170|BHK2E37     |             |   |[0.07708333432674408,0.4416666626930237,0.12031249701976776,0.4972222149372101]    |analytics/plates/9/2025/12/18/16/BHK2E37_1766075818264_cropped.jpg|analytics/plates/9/2025/12/18/16/BHK2E37_1766075818264.jpg|9           |-1           |0           |2025-12-18 16:36:58.264|4       |-1       |BR     |BRAZIL-1 |0        |-18.40652|-41.81897|
|171|UEF9C00     |             |   |[0.3369791805744171,0.08055555820465088,0.39531248807907104,0.10925926268100739]   |analytics/plates/9/2025/12/18/16/UEF9C00_1766075868669_cropped.jpg|analytics/plates/9/2025/12/18/16/UEF9C00_1766075868669.jpg|9           |-1           |0           |2025-12-18 16:37:48.669|4       |59       |BR     |BRAZIL-1 |0        |-18.40652|-41.81897|
