|id |name|comment|min_confidence|send_internal_notifications|events_holder                       |status|created_at             |client_id|color  |time_attendance                                                      |list_permissions                                                                                                                                                            |analytics_ids|show_popup_for_internal_notifications|
|135|Colaboradores|[NULL]|80|true|{"events":[],"notify_enabled":false}|1|2025-10-28 07:07:04.918|99|#092ff1|{"enabled":false,"entrance_analytics_ids":[],"exit_analytics_ids":[]}|{"creator_id":35,"default_permissions":{"ViewFaceLists":true,"AddFaceListElement":true,"EditFaceListElement":true,"DeleteFaceListElement":true},"role_permissions":{},"user_permissions":{}}|[643]|false|
|136|POC Ibiracu|[NULL]|80|true|{"events":[{"id":"ef2d2ec3-c4ca-4b91-a449-50684bdea79a","params":{}}],"notify_enabled":true}|1|2025-11-19 09:26:07.028|98|#edfc1d|{"enabled":false,"entrance_analytics_ids":[],"exit_analytics_ids":[]}|{"creator_id":1,"default_permissions":{"ViewFaceLists":true,"AddFaceListElement":true,"EditFaceListElement":true,"DeleteFaceListElement":true},"role_permissions":{},"user_permissions":{}}|[663]|true|
|137|COLABORADORES|[NULL]|95|true|{"events":[],"notify_enabled":false}|1|2025-12-04 16:45:11.58|101|#0ae636|{"enabled":false,"entrance_analytics_ids":[],"exit_analytics_ids":[]}|{"creator_id":32,"default_permissions":{"ViewFaceLists":true,"AddFaceListElement":true,"EditFaceListElement":true,"DeleteFaceListElement":true},"role_permissions":{},"user_permissions":{}}|[672,673,674,675,676,679]|false|
|138|VIGILANCIA|[NULL]|95|true|{"events":[],"notify_enabled":false}|1|2025-12-04 16:44:17.141|101|#0535f5|{"enabled":false,"entrance_analytics_ids":[],"exit_analytics_ids":[]}|{"creator_id":32,"default_permissions":{"ViewFaceLists":true,"AddFaceListElement":true,"EditFaceListElement":true,"DeleteFaceListElement":true},"role_permissions":{},"user_permissions":{}}|[672,673,674,675,676,679]|false|
|139|PERSONAS NAO GRATA|[NULL]|95|true|{"events":[],"notify_enabled":false}|1|2025-12-04 16:45:40.534|101|#171717|{"enabled":false,"entrance_analytics_ids":[],"exit_analytics_ids":[]}|{"creator_id":32,"default_permissions":{"ViewFaceLists":true,"AddFaceListElement":true,"EditFaceListElement":true,"DeleteFaceListElement":true},"role_permissions":{},"user_permissions":{}}|[672,673,674,675,676,679]|false|
|140|LOJISTAS|[NULL]|95|true|{"events":[],"notify_enabled":false}|1|2025-12-04 16:45:31.649|101|#f28202|{"enabled":false,"entrance_analytics_ids":[],"exit_analytics_ids":[]}|{"creator_id":32,"default_permissions":{"ViewFaceLists":true,"AddFaceListElement":true,"EditFaceListElement":true,"DeleteFaceListElement":true},"role_permissions":{},"user_permissions":{}}|[672,673,674,675,676,679]|false|
|141|TERCEIROS|[NULL]|95|true|{"events":[],"notify_enabled":false}|1|2025-12-04 16:45:21.535|101|#e1ff00|{"enabled":false,"entrance_analytics_ids":[],"exit_analytics_ids":[]}|{"creator_id":32,"default_permissions":{"ViewFaceLists":true,"AddFaceListElement":true,"EditFaceListElement":true,"DeleteFaceListElement":true},"role_permissions":{},"user_permissions":{}}|[672,673,674,675,676,679]|false|
|142|PROCURADOS|[NULL]|95|true|{"events":[],"notify_enabled":false}|1|2025-12-04 16:16:01.9|101|#ea0b0b|{"enabled":false,"entrance_analytics_ids":[],"exit_analytics_ids":[]}|{"creator_id":32,"default_permissions":{"ViewFaceLists":true,"AddFaceListElement":true,"EditFaceListElement":true,"DeleteFaceListElement":true},"role_permissions":{},"user_permissions":{}}|[672,673,674,675,676,679]|false|
|143|BOMBEIROS|[NULL]|95|true|{"events":[],"notify_enabled":false}|1|2025-12-04 16:45:46.773|101|#f302f7|{"enabled":false,"entrance_analytics_ids":[],"exit_analytics_ids":[]}|{"creator_id":32,"default_permissions":{"ViewFaceLists":true,"AddFaceListElement":true,"EditFaceListElement":true,"DeleteFaceListElement":true},"role_permissions":{},"user_permissions":{}}|[672,673,674,675,676,679]|false|
|144|MANUTENCAO|[NULL]|95|true|{"events":[],"notify_enabled":false}|1|2025-12-04 16:45:00.73|101|#0bc1b5|{"enabled":false,"entrance_analytics_ids":[],"exit_analytics_ids":[]}|{"creator_id":32,"default_permissions":{"ViewFaceLists":true,"AddFaceListElement":true,"EditFaceListElement":true,"DeleteFaceListElement":true},"role_permissions":{},"user_permissions":{}}|[672,673,674,675,676,679]|false|
|145|SUSPEITOS|[NULL]|95|true|{"events":[],"notify_enabled":false}|1|2025-12-05 19:18:37.064|101|#b14343|{"enabled":false,"entrance_analytics_ids":[],"exit_analytics_ids":[]}|{"creator_id":32,"default_permissions":{"ViewFaceLists":true,"AddFaceListElement":true,"EditFaceListElement":true,"DeleteFaceListElement":true},"role_permissions":{},"user_permissions":{}}|[672,673,674,675,676,679]|false|
|146|TERCEIRIZADOS|VERIFICAR O ACESSO AUTORIZADO|95|true|{"events":[],"notify_enabled":false}|1|2025-12-06 08:52:28.239|101|#ff7b00|{"enabled":false,"entrance_analytics_ids":[],"exit_analytics_ids":[]}|{"creator_id":32,"default_permissions":{"ViewFaceLists":true,"AddFaceListElement":true,"EditFaceListElement":true,"DeleteFaceListElement":true},"role_permissions":{},"user_permissions":{}}|[672,673,674,675,676,679]|false|
|147|Sant'Anna|Autorizados.|75|true|{"events":[],"notify_enabled":false}|1|2025-12-16 08:46:14.781|8|#0ce708|{"enabled":false,"entrance_analytics_ids":[],"exit_analytics_ids":[]}|{"creator_id":52,"default_permissions":{"ViewFaceLists":true,"AddFaceListElement":true,"EditFaceListElement":true,"DeleteFaceListElement":true},"role_permissions":{},"user_permissions":{}}|[689]|false|
|148|San Francisco Gardens|[NULL]|80|true|{"events":[],"notify_enabled":false}|1|2025-12-19 10:07:09.706|8|#78ff0a|{"enabled":false,"entrance_analytics_ids":[],"exit_analytics_ids":[]}|{"creator_id":52,"default_permissions":{"ViewFaceLists":true,"AddFaceListElement":true,"EditFaceListElement":true,"DeleteFaceListElement":true},"role_permissions":{},"user_permissions":{}}|[]|false|
